,Epm_nEng,InjCtl_qSetUnBal
2016-11-10 15:12:13.740626,0.0,0.0
2016-11-10 15:12:13.840626,0.0,0.0
2016-11-10 15:12:13.940626,0.0,0.0
2016-11-10 15:12:14.040626,0.0,0.0
2016-11-10 15:12:14.140626,0.0,0.0
2016-11-10 15:12:14.240626,0.0,0.0
2016-11-10 15:12:14.340626,0.0,0.0
2016-11-10 15:12:14.440626,0.0,0.0
2016-11-10 15:12:14.540626,0.0,0.0
2016-11-10 15:12:14.640626,0.0,0.0
2016-11-10 15:12:14.740626,0.0,0.0
2016-11-10 15:12:14.840626,0.0,0.0
2016-11-10 15:12:14.940626,0.0,0.0
2016-11-10 15:12:15.040626,0.0,0.0
2016-11-10 15:12:15.140626,0.0,0.0
2016-11-10 15:12:15.240626,0.0,0.0
2016-11-10 15:12:15.340626,0.0,0.0
2016-11-10 15:12:15.440626,0.0,0.0
2016-11-10 15:12:15.540626,0.0,0.0
2016-11-10 15:12:15.640626,0.0,0.0
2016-11-10 15:12:15.740626,0.0,0.0
2016-11-10 15:12:15.840626,0.0,0.0
2016-11-10 15:12:15.940626,0.0,0.0
2016-11-10 15:12:16.040626,0.0,0.0
2016-11-10 15:12:16.140626,0.0,0.0
2016-11-10 15:12:16.240626,0.0,0.0
2016-11-10 15:12:16.340626,0.0,0.0
2016-11-10 15:12:16.440626,0.0,0.0
2016-11-10 15:12:16.540626,0.0,0.0
2016-11-10 15:12:16.640626,0.0,0.0
2016-11-10 15:12:16.740626,0.0,0.0
2016-11-10 15:12:16.840626,0.0,0.0
2016-11-10 15:12:16.940626,0.0,0.0
2016-11-10 15:12:17.040626,0.0,0.0
2016-11-10 15:12:17.140626,0.0,0.0
2016-11-10 15:12:17.240626,0.0,0.0
2016-11-10 15:12:17.340626,0.0,0.0
2016-11-10 15:12:17.440626,0.0,0.0
2016-11-10 15:12:17.540626,0.0,0.0
2016-11-10 15:12:17.640626,0.0,0.0
2016-11-10 15:12:17.740626,0.0,0.0
2016-11-10 15:12:17.840626,0.0,0.0
2016-11-10 15:12:17.940626,0.0,0.0
2016-11-10 15:12:18.040626,0.0,0.0
2016-11-10 15:12:18.140626,0.0,0.0
2016-11-10 15:12:18.240626,0.0,0.0
2016-11-10 15:12:18.340626,0.0,0.0
2016-11-10 15:12:18.440626,0.0,0.0
2016-11-10 15:12:18.540626,0.0,0.0
2016-11-10 15:12:18.640626,0.0,0.0
2016-11-10 15:12:18.740626,0.0,0.0
2016-11-10 15:12:18.840626,0.0,0.0
2016-11-10 15:12:18.940626,0.0,0.0
2016-11-10 15:12:19.040626,0.0,0.0
2016-11-10 15:12:19.140626,0.0,0.0
2016-11-10 15:12:19.240626,0.0,0.0
2016-11-10 15:12:19.340626,0.0,0.0
2016-11-10 15:12:19.440626,0.0,0.0
2016-11-10 15:12:19.540626,0.0,0.0
2016-11-10 15:12:19.640626,0.0,0.0
2016-11-10 15:12:19.740626,0.0,0.0
2016-11-10 15:12:19.840626,0.0,0.0
2016-11-10 15:12:19.940626,0.0,0.0
2016-11-10 15:12:20.040626,0.0,0.0
2016-11-10 15:12:20.140626,0.0,0.0
2016-11-10 15:12:20.240626,0.0,0.0
2016-11-10 15:12:20.340626,0.0,0.0
2016-11-10 15:12:20.440626,0.0,0.0
2016-11-10 15:12:20.540626,0.0,0.0
2016-11-10 15:12:20.640626,0.0,0.0
2016-11-10 15:12:20.740626,0.0,0.0
2016-11-10 15:12:20.840626,0.0,0.0
2016-11-10 15:12:20.940626,0.0,0.0
2016-11-10 15:12:21.040626,0.0,0.0
2016-11-10 15:12:21.140626,0.0,0.0
2016-11-10 15:12:21.240626,0.0,0.0
2016-11-10 15:12:21.340626,0.0,0.0
2016-11-10 15:12:21.440626,0.0,0.0
2016-11-10 15:12:21.540626,0.0,0.0
2016-11-10 15:12:21.640626,0.0,0.0
2016-11-10 15:12:21.740626,0.0,0.0
2016-11-10 15:12:21.840626,0.0,0.0
2016-11-10 15:12:21.940626,0.0,0.0
2016-11-10 15:12:22.040626,0.0,0.0
2016-11-10 15:12:22.140626,0.0,0.0
2016-11-10 15:12:22.240626,0.0,0.0
2016-11-10 15:12:22.340626,0.0,0.0
2016-11-10 15:12:22.440626,0.0,0.0
2016-11-10 15:12:22.540626,0.0,0.0
2016-11-10 15:12:22.640626,0.0,0.0
2016-11-10 15:12:22.740626,0.0,0.0
2016-11-10 15:12:22.840626,0.0,0.0
2016-11-10 15:12:22.940626,0.0,0.0
2016-11-10 15:12:23.040626,0.0,0.0
2016-11-10 15:12:23.140626,0.0,0.0
2016-11-10 15:12:23.240626,0.0,0.0
2016-11-10 15:12:23.340626,0.0,0.0
2016-11-10 15:12:23.440626,0.0,0.0
2016-11-10 15:12:23.540626,0.0,0.0
2016-11-10 15:12:23.640626,0.0,0.0
2016-11-10 15:12:23.740626,0.0,0.0
2016-11-10 15:12:23.840626,0.0,0.0
2016-11-10 15:12:23.940626,0.0,0.0
2016-11-10 15:12:24.040626,0.0,0.0
2016-11-10 15:12:24.140626,0.0,0.0
2016-11-10 15:12:24.240626,0.0,0.0
2016-11-10 15:12:24.340626,0.0,0.0
2016-11-10 15:12:24.440626,0.0,0.0
2016-11-10 15:12:24.540626,0.0,0.0
2016-11-10 15:12:24.640626,0.0,0.0
2016-11-10 15:12:24.740626,0.0,0.0
2016-11-10 15:12:24.840626,0.0,0.0
2016-11-10 15:12:24.940626,0.0,0.0
2016-11-10 15:12:25.040626,0.0,0.0
2016-11-10 15:12:25.140626,0.0,0.0
2016-11-10 15:12:25.240626,0.0,0.0
2016-11-10 15:12:25.340626,0.0,0.0
2016-11-10 15:12:25.440626,0.0,0.0
2016-11-10 15:12:25.540626,0.0,0.0
2016-11-10 15:12:25.640626,0.0,0.0
2016-11-10 15:12:25.740626,0.0,0.0
2016-11-10 15:12:25.840626,0.0,0.0
2016-11-10 15:12:25.940626,0.0,0.0
2016-11-10 15:12:26.040626,0.0,0.0
2016-11-10 15:12:26.140626,0.0,0.0
2016-11-10 15:12:26.240626,0.0,0.0
2016-11-10 15:12:26.340626,0.0,0.0
2016-11-10 15:12:26.440626,0.0,0.0
2016-11-10 15:12:26.540626,0.0,0.0
2016-11-10 15:12:26.640626,0.0,0.0
2016-11-10 15:12:26.740626,0.0,0.0
2016-11-10 15:12:26.840626,0.0,0.0
2016-11-10 15:12:26.940626,0.0,0.0
2016-11-10 15:12:27.040626,0.0,0.0
2016-11-10 15:12:27.140626,0.0,0.0
2016-11-10 15:12:27.240626,0.0,0.0
2016-11-10 15:12:27.340626,0.0,0.0
2016-11-10 15:12:27.440626,0.0,0.0
2016-11-10 15:12:27.540626,0.0,0.0
2016-11-10 15:12:27.640626,0.0,0.0
2016-11-10 15:12:27.740626,0.0,0.0
2016-11-10 15:12:27.840626,0.0,0.0
2016-11-10 15:12:27.940626,0.0,0.0
2016-11-10 15:12:28.040626,0.0,0.0
2016-11-10 15:12:28.140626,0.0,0.0
2016-11-10 15:12:28.240626,0.0,0.0
2016-11-10 15:12:28.340626,0.0,0.0
2016-11-10 15:12:28.440626,0.0,0.0
2016-11-10 15:12:28.540626,0.0,0.0
2016-11-10 15:12:28.640626,0.0,0.0
2016-11-10 15:12:28.740626,0.0,0.0
2016-11-10 15:12:28.840626,0.0,0.0
2016-11-10 15:12:28.940626,0.0,0.0
2016-11-10 15:12:29.040626,0.0,0.0
2016-11-10 15:12:29.140626,0.0,0.0
2016-11-10 15:12:29.240626,0.0,0.0
2016-11-10 15:12:29.340626,0.0,0.0
2016-11-10 15:12:29.440626,0.0,0.0
2016-11-10 15:12:29.540626,0.0,0.0
2016-11-10 15:12:29.640626,0.0,0.0
2016-11-10 15:12:29.740626,0.0,0.0
2016-11-10 15:12:29.840626,0.0,0.0
2016-11-10 15:12:29.940626,0.0,0.0
2016-11-10 15:12:30.040626,0.0,0.0
2016-11-10 15:12:30.140626,0.0,0.0
2016-11-10 15:12:30.240626,0.0,0.0
2016-11-10 15:12:30.340626,0.0,0.0
2016-11-10 15:12:30.440626,0.0,0.0
2016-11-10 15:12:30.540626,0.0,0.0
2016-11-10 15:12:30.640626,0.0,0.0
2016-11-10 15:12:30.740626,0.0,0.0
2016-11-10 15:12:30.840626,0.0,0.0
2016-11-10 15:12:30.940626,0.0,0.0
2016-11-10 15:12:31.040626,0.0,0.0
2016-11-10 15:12:31.140626,0.0,0.0
2016-11-10 15:12:31.240626,0.0,0.0
2016-11-10 15:12:31.340626,0.0,0.0
2016-11-10 15:12:31.440626,0.0,0.0
2016-11-10 15:12:31.540626,0.0,0.0
2016-11-10 15:12:31.640626,0.0,0.0
2016-11-10 15:12:31.740626,0.0,0.0
2016-11-10 15:12:31.840626,0.0,0.0
2016-11-10 15:12:31.940626,0.0,0.0
2016-11-10 15:12:32.040626,0.0,0.0
2016-11-10 15:12:32.140626,0.0,0.0
2016-11-10 15:12:32.240626,0.0,0.0
2016-11-10 15:12:32.340626,0.0,0.0
2016-11-10 15:12:32.440626,0.0,0.0
2016-11-10 15:12:32.540626,0.0,0.0
2016-11-10 15:12:32.640626,0.0,0.0
2016-11-10 15:12:32.740626,0.0,0.0
2016-11-10 15:12:32.840626,0.0,0.0
2016-11-10 15:12:32.940626,0.0,0.0
2016-11-10 15:12:33.040626,0.0,0.0
2016-11-10 15:12:33.140626,0.0,0.0
2016-11-10 15:12:33.240626,0.0,0.0
2016-11-10 15:12:33.340626,0.0,0.0
2016-11-10 15:12:33.440626,0.0,0.0
2016-11-10 15:12:33.540626,0.0,0.0
2016-11-10 15:12:33.640626,0.0,0.0
2016-11-10 15:12:33.740626,0.0,0.0
2016-11-10 15:12:33.840626,0.0,0.0
2016-11-10 15:12:33.940626,0.0,0.0
2016-11-10 15:12:34.040626,0.0,0.0
2016-11-10 15:12:34.140626,0.0,0.0
2016-11-10 15:12:34.240626,0.0,0.0
2016-11-10 15:12:34.340626,0.0,0.0
2016-11-10 15:12:34.440626,0.0,0.0
2016-11-10 15:12:34.540626,0.0,0.0
2016-11-10 15:12:34.640626,0.0,0.0
2016-11-10 15:12:34.740626,0.0,0.0
2016-11-10 15:12:34.840626,0.0,0.0
2016-11-10 15:12:34.940626,0.0,0.0
2016-11-10 15:12:35.040626,0.0,0.0
2016-11-10 15:12:35.140626,0.0,0.0
2016-11-10 15:12:35.240626,0.0,0.0
2016-11-10 15:12:35.340626,0.0,0.0
2016-11-10 15:12:35.440626,0.0,0.0
2016-11-10 15:12:35.540626,0.0,0.0
2016-11-10 15:12:35.640626,0.0,0.0
2016-11-10 15:12:35.740626,0.0,0.0
2016-11-10 15:12:35.840626,0.0,0.0
2016-11-10 15:12:35.940626,0.0,0.0
2016-11-10 15:12:36.040626,0.0,0.0
2016-11-10 15:12:36.140626,0.0,0.0
2016-11-10 15:12:36.240626,0.0,0.0
2016-11-10 15:12:36.340626,0.0,0.0
2016-11-10 15:12:36.440626,0.0,0.0
2016-11-10 15:12:36.540626,0.0,0.0
2016-11-10 15:12:36.640626,0.0,0.0
2016-11-10 15:12:36.740626,0.0,0.0
2016-11-10 15:12:36.840626,0.0,0.0
2016-11-10 15:12:36.940626,0.0,0.0
2016-11-10 15:12:37.040626,0.0,0.0
2016-11-10 15:12:37.140626,0.0,0.0
2016-11-10 15:12:37.240626,0.0,0.0
2016-11-10 15:12:37.340626,0.0,0.0
2016-11-10 15:12:37.440626,0.0,0.0
2016-11-10 15:12:37.540626,0.0,0.0
2016-11-10 15:12:37.640626,0.0,0.0
2016-11-10 15:12:37.740626,0.0,0.0
2016-11-10 15:12:37.840626,0.0,0.0
2016-11-10 15:12:37.940626,0.0,0.0
2016-11-10 15:12:38.040626,0.0,0.0
2016-11-10 15:12:38.140626,0.0,0.0
2016-11-10 15:12:38.240626,0.0,0.0
2016-11-10 15:12:38.340626,0.0,0.0
2016-11-10 15:12:38.440626,0.0,0.0
2016-11-10 15:12:38.540626,0.0,0.0
2016-11-10 15:12:38.640626,0.0,0.0
2016-11-10 15:12:38.740626,0.0,0.0
2016-11-10 15:12:38.840626,0.0,0.0
2016-11-10 15:12:38.940626,0.0,0.0
2016-11-10 15:12:39.040626,0.0,0.0
2016-11-10 15:12:39.140626,0.0,0.0
2016-11-10 15:12:39.240626,0.0,0.0
2016-11-10 15:12:39.340626,0.0,0.0
2016-11-10 15:12:39.440626,0.0,0.0
2016-11-10 15:12:39.540626,0.0,0.0
2016-11-10 15:12:39.640626,0.0,0.0
2016-11-10 15:12:39.740626,0.0,0.0
2016-11-10 15:12:39.840626,0.0,0.0
2016-11-10 15:12:39.940626,0.0,0.0
2016-11-10 15:12:40.040626,0.0,0.0
2016-11-10 15:12:40.140626,0.0,0.0
2016-11-10 15:12:40.240626,0.0,0.0
2016-11-10 15:12:40.340626,0.0,0.0
2016-11-10 15:12:40.440626,0.0,0.0
2016-11-10 15:12:40.540626,0.0,0.0
2016-11-10 15:12:40.640626,0.0,0.0
2016-11-10 15:12:40.740626,0.0,0.0
2016-11-10 15:12:40.840626,0.0,0.0
2016-11-10 15:12:40.940626,0.0,0.0
2016-11-10 15:12:41.040626,0.0,0.0
2016-11-10 15:12:41.140626,0.0,0.0
2016-11-10 15:12:41.240626,0.0,0.0
2016-11-10 15:12:41.340626,0.0,0.0
2016-11-10 15:12:41.440626,0.0,0.0
2016-11-10 15:12:41.540626,0.0,0.0
2016-11-10 15:12:41.640626,0.0,0.0
2016-11-10 15:12:41.740626,0.0,0.0
2016-11-10 15:12:41.840626,0.0,0.0
2016-11-10 15:12:41.940626,0.0,0.0
2016-11-10 15:12:42.040626,0.0,0.0
2016-11-10 15:12:42.140626,0.0,0.0
2016-11-10 15:12:42.240626,0.0,0.0
2016-11-10 15:12:42.340626,0.0,0.0
2016-11-10 15:12:42.440626,0.0,0.0
2016-11-10 15:12:42.540626,0.0,0.0
2016-11-10 15:12:42.640626,0.0,0.0
2016-11-10 15:12:42.740626,0.0,0.0
2016-11-10 15:12:42.840626,0.0,0.0
2016-11-10 15:12:42.940626,0.0,0.0
2016-11-10 15:12:43.040626,0.0,0.0
2016-11-10 15:12:43.140626,0.0,0.0
2016-11-10 15:12:43.240626,0.0,0.0
2016-11-10 15:12:43.340626,0.0,0.0
2016-11-10 15:12:43.440626,0.0,0.0
2016-11-10 15:12:43.540626,0.0,0.0
2016-11-10 15:12:43.640626,0.0,0.0
2016-11-10 15:12:43.740626,0.0,0.0
2016-11-10 15:12:43.840626,0.0,0.0
2016-11-10 15:12:43.940626,0.0,0.0
2016-11-10 15:12:44.040626,0.0,0.0
2016-11-10 15:12:44.140626,0.0,0.0
2016-11-10 15:12:44.240626,0.0,0.0
2016-11-10 15:12:44.340626,0.0,0.0
2016-11-10 15:12:44.440626,0.0,0.0
2016-11-10 15:12:44.540626,0.0,0.0
2016-11-10 15:12:44.640626,0.0,0.0
2016-11-10 15:12:44.740626,0.0,0.0
2016-11-10 15:12:44.840626,0.0,0.0
2016-11-10 15:12:44.940626,0.0,0.0
2016-11-10 15:12:45.040626,0.0,0.0
2016-11-10 15:12:45.140626,0.0,0.0
2016-11-10 15:12:45.240626,0.0,0.0
2016-11-10 15:12:45.340626,0.0,0.0
2016-11-10 15:12:45.440626,0.0,0.0
2016-11-10 15:12:45.540626,0.0,0.0
2016-11-10 15:12:45.640626,0.0,0.0
2016-11-10 15:12:45.740626,0.0,0.0
2016-11-10 15:12:45.840626,0.0,0.0
2016-11-10 15:12:45.940626,0.0,0.0
2016-11-10 15:12:46.040626,0.0,0.0
2016-11-10 15:12:46.140626,0.0,0.0
2016-11-10 15:12:46.240626,0.0,0.0
2016-11-10 15:12:46.340626,0.0,0.0
2016-11-10 15:12:46.440626,0.0,0.0
2016-11-10 15:12:46.540626,0.0,0.0
2016-11-10 15:12:46.640626,0.0,0.0
2016-11-10 15:12:46.740626,0.0,0.0
2016-11-10 15:12:46.840626,0.0,0.0
2016-11-10 15:12:46.940626,0.0,0.0
2016-11-10 15:12:47.040626,0.0,0.0
2016-11-10 15:12:47.140626,0.0,0.0
2016-11-10 15:12:47.240626,0.0,0.0
2016-11-10 15:12:47.340626,0.0,0.0
2016-11-10 15:12:47.440626,0.0,0.0
2016-11-10 15:12:47.540626,0.0,0.0
2016-11-10 15:12:47.640626,0.0,0.0
2016-11-10 15:12:47.740626,0.0,0.0
2016-11-10 15:12:47.840626,0.0,0.0
2016-11-10 15:12:47.940626,0.0,0.0
2016-11-10 15:12:48.040626,0.0,0.0
2016-11-10 15:12:48.140626,0.0,0.0
2016-11-10 15:12:48.240626,0.0,0.0
2016-11-10 15:12:48.340626,0.0,0.0
2016-11-10 15:12:48.440626,0.0,0.0
2016-11-10 15:12:48.540626,0.0,0.0
2016-11-10 15:12:48.640626,0.0,0.0
2016-11-10 15:12:48.740626,0.0,0.0
2016-11-10 15:12:48.840626,0.0,0.0
2016-11-10 15:12:48.940626,0.0,0.0
2016-11-10 15:12:49.040626,0.0,0.0
2016-11-10 15:12:49.140626,0.0,0.0
2016-11-10 15:12:49.240626,0.0,0.0
2016-11-10 15:12:49.340626,0.0,0.0
2016-11-10 15:12:49.440626,0.0,0.0
2016-11-10 15:12:49.540626,0.0,0.0
2016-11-10 15:12:49.640626,0.0,0.0
2016-11-10 15:12:49.740626,0.0,0.0
2016-11-10 15:12:49.840626,0.0,0.0
2016-11-10 15:12:49.940626,0.0,0.0
2016-11-10 15:12:50.040626,0.0,0.0
2016-11-10 15:12:50.140626,0.0,0.0
2016-11-10 15:12:50.240626,0.0,0.0
2016-11-10 15:12:50.340626,0.0,0.0
2016-11-10 15:12:50.440626,0.0,0.0
2016-11-10 15:12:50.540626,0.0,0.0
2016-11-10 15:12:50.640626,0.0,0.0
2016-11-10 15:12:50.740626,0.0,0.0
2016-11-10 15:12:50.840626,0.0,0.0
2016-11-10 15:12:50.940626,0.0,0.0
2016-11-10 15:12:51.040626,0.0,0.0
2016-11-10 15:12:51.140626,0.0,0.0
2016-11-10 15:12:51.240626,0.0,0.0
2016-11-10 15:12:51.340626,0.0,0.0
2016-11-10 15:12:51.440626,0.0,0.0
2016-11-10 15:12:51.540626,0.0,0.0
2016-11-10 15:12:51.640626,0.0,0.0
2016-11-10 15:12:51.740626,0.0,0.0
2016-11-10 15:12:51.840626,0.0,0.0
2016-11-10 15:12:51.940626,0.0,0.0
2016-11-10 15:12:52.040626,0.0,0.0
2016-11-10 15:12:52.140626,0.0,0.0
2016-11-10 15:12:52.240626,0.0,0.0
2016-11-10 15:12:52.340626,0.0,0.0
2016-11-10 15:12:52.440626,0.0,0.0
2016-11-10 15:12:52.540626,0.0,0.0
2016-11-10 15:12:52.640626,0.0,0.0
2016-11-10 15:12:52.740626,116.17632044798522,0.0
2016-11-10 15:12:52.840626,170.4772044421149,0.0
2016-11-10 15:12:52.940626,169.6947606433292,0.0
2016-11-10 15:12:53.040626,208.45260835302142,0.0
2016-11-10 15:12:53.140626,222.5,48.32
2016-11-10 15:12:53.240626,233.5,48.28
2016-11-10 15:12:53.340626,245.99366082223563,47.91321306954133
2016-11-10 15:12:53.440626,630.0,42.36
2016-11-10 15:12:53.540626,909.5,5.4
2016-11-10 15:12:53.640626,890.0712791558095,5.697759797960271
2016-11-10 15:12:53.740626,854.6059393420838,6.617688596172715
2016-11-10 15:12:53.840626,826.0,7.28
2016-11-10 15:12:53.940626,800.1167204889433,7.935798062398042
2016-11-10 15:12:54.040626,785.509364172331,8.49981271655338
2016-11-10 15:12:54.140626,780.0399649681652,8.677602101910082
2016-11-10 15:12:54.240626,792.5,7.86
2016-11-10 15:12:54.340626,805.454391131073,7.062736532135622
2016-11-10 15:12:54.440626,805.0038195302324,6.98
2016-11-10 15:12:54.540626,802.9329878954827,7.021786989453793
2016-11-10 15:12:54.640626,799.5,7.1401232300507935
2016-11-10 15:12:54.740626,798.0206964454928,7.2191721421802875
2016-11-10 15:12:54.840626,798.5,7.2
2016-11-10 15:12:54.940626,798.5,7.18
2016-11-10 15:12:55.040626,796.5,7.3
2016-11-10 15:12:55.140626,798.4791019661458,7.2008359213541695
2016-11-10 15:12:55.240626,799.46652649497,7.1426778804024
2016-11-10 15:12:55.340626,798.5,7.2
2016-11-10 15:12:55.440626,801.0,7.0600000000000005
2016-11-10 15:12:55.540626,801.4922530295719,7.040309878817125
2016-11-10 15:12:55.640626,800.4971880164969,7.080224958680248
2016-11-10 15:12:55.740626,801.5,7.020877264727613
2016-11-10 15:12:55.840626,802.4855764610427,6.960576941558292
2016-11-10 15:12:55.940626,799.5219060162864,7.0991237593485454
2016-11-10 15:12:56.040626,799.5,7.1000000000000005
2016-11-10 15:12:56.140626,801.5,7.0200000000000005
2016-11-10 15:12:56.240626,801.5,7.0
2016-11-10 15:12:56.340626,802.5,6.958260998784871
2016-11-10 15:12:56.440626,802.9873857333374,6.900756855999757
2016-11-10 15:12:56.540626,800.5213376863944,7.019146492544225
2016-11-10 15:12:56.640626,801.0,7.0
2016-11-10 15:12:56.740626,800.5,7.0
2016-11-10 15:12:56.840626,800.0,7.04
2016-11-10 15:12:56.940626,802.0,6.92
2016-11-10 15:12:57.040626,803.4938982269864,6.840366106380818
2016-11-10 15:12:57.140626,800.5,6.98
2016-11-10 15:12:57.240626,800.0,6.98
2016-11-10 15:12:57.340626,799.5,7.04
2016-11-10 15:12:57.440626,797.0,7.18
2016-11-10 15:12:57.540626,798.5,7.12
2016-11-10 15:12:57.640626,798.9962479187967,7.080300166496266
2016-11-10 15:12:57.740626,788.5,7.7
2016-11-10 15:12:57.840626,742.5,11.120000000000001
2016-11-10 15:12:57.940626,754.5,10.64
2016-11-10 15:12:58.040626,778.0,9.08
2016-11-10 15:12:58.140626,790.0177612124486,8.439289551502057
2016-11-10 15:12:58.240626,792.487219401098,8.360681631941441
2016-11-10 15:12:58.340626,796.0197849387529,8.179208602449883
2016-11-10 15:12:58.440626,798.0,8.08
2016-11-10 15:12:58.540626,798.5,8.08
2016-11-10 15:12:58.640626,797.5083797736822,8.139497213579066
2016-11-10 15:12:58.740626,798.0,8.120000000000001
2016-11-10 15:12:58.840626,797.4651895736768,8.18139241705293
2016-11-10 15:12:58.940626,794.0,8.38
2016-11-10 15:12:59.040626,797.5,8.24
2016-11-10 15:12:59.140626,798.0,8.2
2016-11-10 15:12:59.240626,795.0102016601116,8.399387900393299
2016-11-10 15:12:59.340626,798.4804741356403,8.22078103457439
2016-11-10 15:12:59.440626,797.0,8.32
2016-11-10 15:12:59.540626,795.0,8.46
2016-11-10 15:12:59.640626,798.0,8.3
2016-11-10 15:12:59.740626,796.4520593027921,8.403835255776626
2016-11-10 15:12:59.840626,794.5051805575524,8.539792777697903
2016-11-10 15:12:59.940626,798.9805875611836,8.30155299510531
2016-11-10 15:13:00.040626,795.5,8.540000000000001
2016-11-10 15:13:00.140626,796.5089200701512,8.499286394387896
2016-11-10 15:13:00.240626,796.0,8.540000000000001
2016-11-10 15:13:00.340626,795.0,8.64
2016-11-10 15:13:00.440626,797.0628068335633,8.534975453314937
2016-11-10 15:13:00.540626,799.0,8.42
2016-11-10 15:13:00.640626,799.0,8.44
2016-11-10 15:13:00.740626,798.5248853031145,8.458672783833894
2016-11-10 15:13:00.840626,799.0078377482971,8.439529735102175
2016-11-10 15:13:00.940626,796.0462071719288,8.618151713122849
2016-11-10 15:13:01.040626,797.5,8.56
2016-11-10 15:13:01.140626,800.0,8.44
2016-11-10 15:13:01.240626,798.5,8.52
2016-11-10 15:13:01.340626,799.9761275320456,8.440954898718177
2016-11-10 15:13:01.440626,802.0,8.34
2016-11-10 15:13:01.540626,799.0238266026533,8.479046935893866
2016-11-10 15:13:01.640626,799.0,8.5
2016-11-10 15:13:01.740626,799.0,8.5
2016-11-10 15:13:01.840626,798.0,8.56
2016-11-10 15:13:01.940626,799.4593350595369,8.48243989642779
2016-11-10 15:13:02.040626,800.4967910388642,8.440128358445431
2016-11-10 15:13:02.140626,799.0224207620874,8.519103169516502
2016-11-10 15:13:02.240626,800.0,8.46
2016-11-10 15:13:02.340626,800.5,8.44
2016-11-10 15:13:02.440626,797.0,8.64
2016-11-10 15:13:02.540626,797.9592546775817,8.583259625793463
2016-11-10 15:13:02.640626,799.9956784193291,8.500172863226835
2016-11-10 15:13:02.740626,799.0689877910855,8.556320651142105
2016-11-10 15:13:02.840626,800.5,8.48
2016-11-10 15:13:02.940626,801.0,8.44
2016-11-10 15:13:03.040626,799.0,8.540000000000001
2016-11-10 15:13:03.140626,798.9605235326991,8.542368588038052
2016-11-10 15:13:03.240626,799.9971905151965,8.500224758784277
2016-11-10 15:13:03.340626,799.5230622102632,8.539077511589474
2016-11-10 15:13:03.440626,800.5,8.48
2016-11-10 15:13:03.540626,803.0,8.34
2016-11-10 15:13:03.640626,801.0,8.44
2016-11-10 15:13:03.740626,802.4593876349948,8.342436741900315
2016-11-10 15:13:03.840626,802.0,8.36
2016-11-10 15:13:03.940626,800.5445580504994,8.437326516970035
2016-11-10 15:13:04.040626,800.5,8.42
2016-11-10 15:13:04.140626,802.5,8.32
2016-11-10 15:13:04.240626,802.0,8.34
2016-11-10 15:13:04.340626,803.4788861233344,8.240844555066626
2016-11-10 15:13:04.440626,804.5090692751162,8.159637228995354
2016-11-10 15:13:04.540626,802.5,8.259010163506188
2016-11-10 15:13:04.640626,800.5690202988875,8.355858782066752
2016-11-10 15:13:04.740626,801.0,8.3
2016-11-10 15:13:04.840626,798.0,8.46
2016-11-10 15:13:04.940626,801.5,8.28
2016-11-10 15:13:05.040626,803.5,8.16
